topic,variable,discipline,location,value
biopharmaceuticals,count_total,Life Sciences,Isle of Anglesey,0.0
bones_muscles,count_total,Life Sciences,Isle of Anglesey,0.0
carbon_greenhouse_pollution,count_total,Environmental Sciences,Isle of Anglesey,0.0
cells_cancer,count_total,Medical Science,Isle of Anglesey,0.0
cellular_biology_cancer,count_total,Life Sciences,Isle of Anglesey,0.0
chemistry_biochemistry,count_total,Engineering and Technology,Isle of Anglesey,0.0
classic_religious_history,count_total,Arts and Humanities,Isle of Anglesey,0.0
climate_science,count_total,Environmental Sciences,Isle of Anglesey,0.0
cognition_&_audio,count_total,Mathematics and Computing,Isle of Anglesey,0.0
computer_science,count_total,Mathematics and Computing,Isle of Anglesey,0.0
computer_vision,count_total,Mathematics and Computing,Isle of Anglesey,0.0
cosmology,count_total,Physics,Isle of Anglesey,0.0
criminology_violence,count_total,Social Sciences,Isle of Anglesey,0.0
cyber_security,count_total,Mathematics and Computing,Isle of Anglesey,0.0
data_methods,count_total,Medical Science,Isle of Anglesey,0.0
design_&_heritage,count_total,Arts and Humanities,Isle of Anglesey,0.0
development_studies,count_total,Social Sciences,Isle of Anglesey,0.0
disease_infection_health,count_total,Medical Science,Isle of Anglesey,0.0
drug_tests,count_total,Medical Science,Isle of Anglesey,0.0
economics,count_total,Social Sciences,Isle of Anglesey,0.0
ecosystems,count_total,Environmental Sciences,Isle of Anglesey,0.0
education,count_total,Social Sciences,Isle of Anglesey,0.0
electronics_transistors,count_total,Engineering and Technology,Isle of Anglesey,0.0
energy_environmental,count_total,Engineering and Technology,Isle of Anglesey,0.0
energy_transport_technology,count_total,Engineering and Technology,Isle of Anglesey,0.0
environment,count_total,Social Sciences,Isle of Anglesey,0.0
environmental_policy,count_total,Environmental Sciences,Isle of Anglesey,0.0
epidemiology_immunology,count_total,Life Sciences,Isle of Anglesey,1.0
evidence_for_policy,count_total,Social Sciences,Isle of Anglesey,0.0
experiments,count_total,Medical Science,Isle of Anglesey,0.0
gender_sexuality,count_total,Social Sciences,Isle of Anglesey,0.0
genetics,count_total,Medical Science,Isle of Anglesey,0.0
geology,count_total,Environmental Sciences,Isle of Anglesey,0.0
health_interventions_policy,count_total,Medical Science,Isle of Anglesey,0.0
health_social_issues,count_total,Arts and Humanities,Isle of Anglesey,0.0
hidrology,count_total,Environmental Sciences,Isle of Anglesey,0.0
imaging,count_total,Life Sciences,Isle of Anglesey,0.0
industrial_application,count_total,Life Sciences,Isle of Anglesey,2.0
ionisation_plasma,count_total,Engineering and Technology,Isle of Anglesey,0.0
law,count_total,Social Sciences,Isle of Anglesey,0.0
linguistics,count_total,Arts and Humanities,Isle of Anglesey,0.0
literature,count_total,Arts and Humanities,Isle of Anglesey,0.0
management,count_total,Social Sciences,Isle of Anglesey,0.0
materials,count_total,Engineering and Technology,Isle of Anglesey,0.0
mathematics,count_total,Mathematics and Computing,Isle of Anglesey,0.0
media_performance,count_total,Arts and Humanities,Isle of Anglesey,0.0
medieval_modern_history,count_total,Arts and Humanities,Isle of Anglesey,0.0
migration_colonial_history,count_total,Arts and Humanities,Isle of Anglesey,0.0
military_history,count_total,Arts and Humanities,Isle of Anglesey,0.0
minerals_fuels,count_total,Environmental Sciences,Isle of Anglesey,0.0
modelling_&_sensors,count_total,Environmental Sciences,Isle of Anglesey,0.0
modelling_measurement,count_total,Mathematics and Computing,Isle of Anglesey,1.0
networks,count_total,Mathematics and Computing,Isle of Anglesey,0.0
neurology,count_total,Medical Science,Isle of Anglesey,0.0
neuroscience,count_total,Life Sciences,Isle of Anglesey,0.0
nutrition_health,count_total,Life Sciences,Isle of Anglesey,2.0
obesity_metabolism,count_total,Medical Science,Isle of Anglesey,0.0
particle_physics,count_total,Physics,Isle of Anglesey,0.0
philosophy,count_total,Arts and Humanities,Isle of Anglesey,0.0
photonics_imaging_quantum,count_total,Engineering and Technology,Isle of Anglesey,1.0
political_history,count_total,Arts and Humanities,Isle of Anglesey,0.0
prosthetics_robotics_health,count_total,Engineering and Technology,Isle of Anglesey,1.0
psychiatry_mental_health,count_total,Medical Science,Isle of Anglesey,0.0
psychology,count_total,Social Sciences,Isle of Anglesey,0.0
public_engagement_infrastructure,count_total,Physics,Isle of Anglesey,0.0
reproduction_fertility,count_total,Medical Science,Isle of Anglesey,0.0
respiratory_system,count_total,Medical Science,Isle of Anglesey,0.0
robotics_cybernetics,count_total,Mathematics and Computing,Isle of Anglesey,0.0
security,count_total,Engineering and Technology,Isle of Anglesey,0.0
sensors_data_telescopy,count_total,Physics,Isle of Anglesey,0.0
social_care,count_total,Social Sciences,Isle of Anglesey,0.0
social_history,count_total,Arts and Humanities,Isle of Anglesey,1.0
social_history_identity,count_total,Arts and Humanities,Isle of Anglesey,0.0
sociology,count_total,Social Sciences,Isle of Anglesey,0.0
statistics_data_analysis,count_total,Mathematics and Computing,Isle of Anglesey,0.0
surgert_cardiology,count_total,Medical Science,Isle of Anglesey,0.0
systems_infrastructure,count_total,Engineering and Technology,Isle of Anglesey,2.0
theoretical_physics,count_total,Physics,Isle of Anglesey,0.0
transport_communications,count_total,Mathematics and Computing,Isle of Anglesey,0.0
visual,count_total,Arts and Humanities,Isle of Anglesey,0.0
ageing,funding_lq,Medical Science,Isle of Anglesey,0.0
agriculture_plant_biology_entomology,funding_lq,Life Sciences,Isle of Anglesey,16.51945319003849
applications_devices_users,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
archaeology,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
architecture_spatial,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
astronomy,funding_lq,Physics,Isle of Anglesey,0.0
astrophysics,funding_lq,Physics,Isle of Anglesey,0.0
bio_informatics,funding_lq,Life Sciences,Isle of Anglesey,0.0
biopharmaceuticals,funding_lq,Life Sciences,Isle of Anglesey,0.0
bones_muscles,funding_lq,Life Sciences,Isle of Anglesey,0.0
carbon_greenhouse_pollution,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
cells_cancer,funding_lq,Medical Science,Isle of Anglesey,0.0
cellular_biology_cancer,funding_lq,Life Sciences,Isle of Anglesey,0.0
chemistry_biochemistry,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
classic_religious_history,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
climate_science,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
cognition_&_audio,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
computer_science,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
computer_vision,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
cosmology,funding_lq,Physics,Isle of Anglesey,0.0
criminology_violence,funding_lq,Social Sciences,Isle of Anglesey,0.0
cyber_security,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
data_methods,funding_lq,Medical Science,Isle of Anglesey,0.0
design_&_heritage,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
development_studies,funding_lq,Social Sciences,Isle of Anglesey,0.0
disease_infection_health,funding_lq,Medical Science,Isle of Anglesey,0.0
drug_tests,funding_lq,Medical Science,Isle of Anglesey,0.0
economics,funding_lq,Social Sciences,Isle of Anglesey,0.0
ecosystems,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
education,funding_lq,Social Sciences,Isle of Anglesey,0.0
electronics_transistors,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
energy_environmental,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
energy_transport_technology,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
environment,funding_lq,Social Sciences,Isle of Anglesey,0.0
environmental_policy,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
epidemiology_immunology,funding_lq,Life Sciences,Isle of Anglesey,24.612887454850622
evidence_for_policy,funding_lq,Social Sciences,Isle of Anglesey,0.0
experiments,funding_lq,Medical Science,Isle of Anglesey,0.0
gender_sexuality,funding_lq,Social Sciences,Isle of Anglesey,0.0
genetics,funding_lq,Medical Science,Isle of Anglesey,0.0
geology,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
health_interventions_policy,funding_lq,Medical Science,Isle of Anglesey,0.0
health_social_issues,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
hidrology,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
imaging,funding_lq,Life Sciences,Isle of Anglesey,0.0
industrial_application,funding_lq,Life Sciences,Isle of Anglesey,1.796660743230846
ionisation_plasma,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
law,funding_lq,Social Sciences,Isle of Anglesey,0.0
linguistics,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
literature,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
management,funding_lq,Social Sciences,Isle of Anglesey,0.0
materials,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
mathematics,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
media_performance,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
medieval_modern_history,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
migration_colonial_history,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
military_history,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
minerals_fuels,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
modelling_&_sensors,funding_lq,Environmental Sciences,Isle of Anglesey,0.0
modelling_measurement,funding_lq,Mathematics and Computing,Isle of Anglesey,10.249469444077166
networks,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
neurology,funding_lq,Medical Science,Isle of Anglesey,0.0
neuroscience,funding_lq,Life Sciences,Isle of Anglesey,0.0
nutrition_health,funding_lq,Life Sciences,Isle of Anglesey,24.596723733472853
obesity_metabolism,funding_lq,Medical Science,Isle of Anglesey,0.0
particle_physics,funding_lq,Physics,Isle of Anglesey,0.0
philosophy,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
photonics_imaging_quantum,funding_lq,Engineering and Technology,Isle of Anglesey,2.5749809374505164
political_history,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
prosthetics_robotics_health,funding_lq,Engineering and Technology,Isle of Anglesey,2.7764393776741474
psychiatry_mental_health,funding_lq,Medical Science,Isle of Anglesey,0.0
psychology,funding_lq,Social Sciences,Isle of Anglesey,0.0
public_engagement_infrastructure,funding_lq,Physics,Isle of Anglesey,0.0
reproduction_fertility,funding_lq,Medical Science,Isle of Anglesey,0.0
respiratory_system,funding_lq,Medical Science,Isle of Anglesey,0.0
robotics_cybernetics,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
security,funding_lq,Engineering and Technology,Isle of Anglesey,0.0
sensors_data_telescopy,funding_lq,Physics,Isle of Anglesey,0.0
social_care,funding_lq,Social Sciences,Isle of Anglesey,0.0
social_history,funding_lq,Arts and Humanities,Isle of Anglesey,1.4973852778995125
social_history_identity,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
sociology,funding_lq,Social Sciences,Isle of Anglesey,0.0
statistics_data_analysis,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
surgert_cardiology,funding_lq,Medical Science,Isle of Anglesey,0.0
systems_infrastructure,funding_lq,Engineering and Technology,Isle of Anglesey,0.816766119920619
theoretical_physics,funding_lq,Physics,Isle of Anglesey,0.0
transport_communications,funding_lq,Mathematics and Computing,Isle of Anglesey,0.0
visual,funding_lq,Arts and Humanities,Isle of Anglesey,0.0
ageing,funding_total,Medical Science,Isle of Anglesey,0.0
agriculture_plant_biology_entomology,funding_total,Life Sciences,Isle of Anglesey,964965.0
applications_devices_users,funding_total,Mathematics and Computing,Isle of Anglesey,0.0
archaeology,funding_total,Arts and Humanities,Isle of Anglesey,0.0
architecture_spatial,funding_total,Arts and Humanities,Isle of Anglesey,0.0
astronomy,funding_total,Physics,Isle of Anglesey,0.0
astrophysics,funding_total,Physics,Isle of Anglesey,0.0
bio_informatics,funding_total,Life Sciences,Isle of Anglesey,0.0
biopharmaceuticals,funding_total,Life Sciences,Isle of Anglesey,0.0
bones_muscles,funding_total,Life Sciences,Isle of Anglesey,0.0
carbon_greenhouse_pollution,funding_total,Environmental Sciences,Isle of Anglesey,0.0
cells_cancer,funding_total,Medical Science,Isle of Anglesey,0.0
cellular_biology_cancer,funding_total,Life Sciences,Isle of Anglesey,0.0
chemistry_biochemistry,funding_total,Engineering and Technology,Isle of Anglesey,0.0
classic_religious_history,funding_total,Arts and Humanities,Isle of Anglesey,0.0
climate_science,funding_total,Environmental Sciences,Isle of Anglesey,0.0
cognition_&_audio,funding_total,Mathematics and Computing,Isle of Anglesey,0.0
computer_science,funding_total,Mathematics and Computing,Isle of Anglesey,0.0
computer_vision,funding_total,Mathematics and Computing,Isle of Anglesey,0.0
cosmology,funding_total,Physics,Isle of Anglesey,0.0
criminology_violence,funding_total,Social Sciences,Isle of Anglesey,0.0
cyber_security,funding_total,Mathematics and Computing,Isle of Anglesey,0.0
data_methods,funding_total,Medical Science,Isle of Anglesey,0.0
design_&_heritage,funding_total,Arts and Humanities,Isle of Anglesey,0.0
development_studies,funding_total,Social Sciences,Isle of Anglesey,0.0
disease_infection_health,funding_total,Medical Science,Isle of Anglesey,0.0
drug_tests,funding_total,Medical Science,Isle of Anglesey,0.0
economics,funding_total,Social Sciences,Isle of Anglesey,0.0
ecosystems,funding_total,Environmental Sciences,Isle of Anglesey,0.0
education,funding_total,Social Sciences,Isle of Anglesey,0.0
electronics_transistors,funding_total,Engineering and Technology,Isle of Anglesey,0.0
energy_environmental,funding_total,Engineering and Technology,Isle of Anglesey,0.0
energy_transport_technology,funding_total,Engineering and Technology,Isle of Anglesey,0.0
environment,funding_total,Social Sciences,Isle of Anglesey,0.0
environmental_policy,funding_total,Environmental Sciences,Isle of Anglesey,0.0
epidemiology_immunology,funding_total,Life Sciences,Isle of Anglesey,964965.0
evidence_for_policy,funding_total,Social Sciences,Isle of Anglesey,0.0
experiments,funding_total,Medical Science,Isle of Anglesey,0.0
gender_sexuality,funding_total,Social Sciences,Isle of Anglesey,0.0
genetics,funding_total,Medical Science,Isle of Anglesey,0.0
geology,funding_total,Environmental Sciences,Isle of Anglesey,0.0
health_interventions_policy,funding_total,Medical Science,Isle of Anglesey,0.0
