,research_topic,metric,discipline,year,location,value
373,cyber_security,count_total,Mathematics and Computing,2009_2010,Wales,0.0
374,data_methods,count_total,Medical Science,2009_2010,Wales,0.0
375,design_&_heritage,count_total,Arts and Humanities,2009_2010,Wales,11.0
376,development_studies,count_total,Social Sciences,2009_2010,Wales,2.0
377,disease_infection_health,count_total,Medical Science,2009_2010,Wales,1.0
378,drug_tests,count_total,Medical Science,2009_2010,Wales,1.0
379,economics,count_total,Social Sciences,2009_2010,Wales,2.0
380,ecosystems,count_total,Environmental Sciences,2009_2010,Wales,6.0
381,education,count_total,Social Sciences,2009_2010,Wales,1.0
382,electronics_transistors,count_total,Engineering and Technology,2009_2010,Wales,0.0
383,energy_environmental,count_total,Engineering and Technology,2009_2010,Wales,6.0
384,energy_transport_technology,count_total,Engineering and Technology,2009_2010,Wales,0.0
385,environment,count_total,Social Sciences,2009_2010,Wales,2.0
386,environmental_policy,count_total,Environmental Sciences,2009_2010,Wales,7.0
387,epidemiology_immunology,count_total,Life Sciences,2009_2010,Wales,1.0
388,evidence_for_policy,count_total,Social Sciences,2009_2010,Wales,6.0
389,experiments,count_total,Medical Science,2009_2010,Wales,0.0
390,gender_sexuality,count_total,Social Sciences,2009_2010,Wales,0.0
391,genetics,count_total,Medical Science,2009_2010,Wales,0.0
392,geology,count_total,Environmental Sciences,2009_2010,Wales,2.0
393,health_interventions_policy,count_total,Medical Science,2009_2010,Wales,7.0
394,health_social_issues,count_total,Arts and Humanities,2009_2010,Wales,0.0
395,hidrology,count_total,Environmental Sciences,2009_2010,Wales,1.0
396,imaging,count_total,Life Sciences,2009_2010,Wales,1.0
397,industrial_application,count_total,Life Sciences,2009_2010,Wales,3.0
398,ionisation_plasma,count_total,Engineering and Technology,2009_2010,Wales,2.0
399,law,count_total,Social Sciences,2009_2010,Wales,2.0
400,linguistics,count_total,Arts and Humanities,2009_2010,Wales,0.0
401,literature,count_total,Arts and Humanities,2009_2010,Wales,0.0
402,management,count_total,Social Sciences,2009_2010,Wales,2.0
403,materials,count_total,Engineering and Technology,2009_2010,Wales,4.0
404,mathematics,count_total,Mathematics and Computing,2009_2010,Wales,9.0
405,media_performance,count_total,Arts and Humanities,2009_2010,Wales,6.0
406,medieval_modern_history,count_total,Arts and Humanities,2009_2010,Wales,13.0
407,migration_colonial_history,count_total,Arts and Humanities,2009_2010,Wales,0.0
408,military_history,count_total,Arts and Humanities,2009_2010,Wales,0.0
409,minerals_fuels,count_total,Environmental Sciences,2009_2010,Wales,0.0
410,modelling_&_sensors,count_total,Environmental Sciences,2009_2010,Wales,0.0
411,modelling_measurement,count_total,Mathematics and Computing,2009_2010,Wales,5.0
412,networks,count_total,Mathematics and Computing,2009_2010,Wales,2.0
413,neurology,count_total,Medical Science,2009_2010,Wales,2.0
414,neuroscience,count_total,Life Sciences,2009_2010,Wales,2.0
415,nutrition_health,count_total,Life Sciences,2009_2010,Wales,0.0
416,obesity_metabolism,count_total,Medical Science,2009_2010,Wales,0.0
417,particle_physics,count_total,Physics,2009_2010,Wales,0.0
418,philosophy,count_total,Arts and Humanities,2009_2010,Wales,3.0
419,photonics_imaging_quantum,count_total,Engineering and Technology,2009_2010,Wales,6.0
420,political_history,count_total,Arts and Humanities,2009_2010,Wales,2.0
421,prosthetics_robotics_health,count_total,Engineering and Technology,2009_2010,Wales,9.0
422,psychiatry_mental_health,count_total,Medical Science,2009_2010,Wales,3.0
423,psychology,count_total,Social Sciences,2009_2010,Wales,14.0
424,public_engagement_infrastructure,count_total,Physics,2009_2010,Wales,3.0
425,reproduction_fertility,count_total,Medical Science,2009_2010,Wales,0.0
426,respiratory_system,count_total,Medical Science,2009_2010,Wales,0.0
427,robotics_cybernetics,count_total,Mathematics and Computing,2009_2010,Wales,0.0
428,security,count_total,Engineering and Technology,2009_2010,Wales,0.0
429,sensors_data_telescopy,count_total,Physics,2009_2010,Wales,2.0
430,social_care,count_total,Social Sciences,2009_2010,Wales,8.0
431,social_history,count_total,Arts and Humanities,2009_2010,Wales,3.0
432,social_history_identity,count_total,Arts and Humanities,2009_2010,Wales,0.0
433,sociology,count_total,Social Sciences,2009_2010,Wales,2.0
434,statistics_data_analysis,count_total,Mathematics and Computing,2009_2010,Wales,0.0
435,surgert_cardiology,count_total,Medical Science,2009_2010,Wales,0.0
436,systems_infrastructure,count_total,Engineering and Technology,2009_2010,Wales,10.0
437,theoretical_physics,count_total,Physics,2009_2010,Wales,3.0
438,transport_communications,count_total,Mathematics and Computing,2009_2010,Wales,0.0
439,visual,count_total,Arts and Humanities,2009_2010,Wales,0.0
440,ageing,count_lq,Medical Science,2009_2010,Wales,1.9557226399331662
441,agriculture_plant_biology_entomology,count_lq,Life Sciences,2009_2010,Wales,1.2775284986660198
442,applications_devices_users,count_lq,Mathematics and Computing,2009_2010,Wales,1.3201127819548872
443,archaeology,count_lq,Arts and Humanities,2009_2010,Wales,0.0
444,architecture_spatial,count_lq,Arts and Humanities,2009_2010,Wales,0.0
445,astronomy,count_lq,Physics,2009_2010,Wales,0.0
446,astrophysics,count_lq,Physics,2009_2010,Wales,0.7652827721477607
447,bio_informatics,count_lq,Life Sciences,2009_2010,Wales,0.0
448,biopharmaceuticals,count_lq,Life Sciences,2009_2010,Wales,0.0
449,bones_muscles,count_lq,Life Sciences,2009_2010,Wales,2.0309427414690573
450,carbon_greenhouse_pollution,count_lq,Environmental Sciences,2009_2010,Wales,1.3539618276460381
451,cells_cancer,count_lq,Medical Science,2009_2010,Wales,0.4681250999840025
452,cellular_biology_cancer,count_lq,Life Sciences,2009_2010,Wales,0.8669397374032095
453,chemistry_biochemistry,count_lq,Engineering and Technology,2009_2010,Wales,1.4271489534647428
454,classic_religious_history,count_lq,Arts and Humanities,2009_2010,Wales,0.0
455,climate_science,count_lq,Environmental Sciences,2009_2010,Wales,1.9214579575623694
456,cognition_&_audio,count_lq,Mathematics and Computing,2009_2010,Wales,0.0
457,computer_science,count_lq,Mathematics and Computing,2009_2010,Wales,0.2588456435205661
458,computer_vision,count_lq,Mathematics and Computing,2009_2010,Wales,1.8208452164894995
459,cosmology,count_lq,Physics,2009_2010,Wales,1.0154713707345286
460,criminology_violence,count_lq,Social Sciences,2009_2010,Wales,0.0
461,cyber_security,count_lq,Mathematics and Computing,2009_2010,Wales,0.0
462,data_methods,count_lq,Medical Science,2009_2010,Wales,0.0
463,design_&_heritage,count_lq,Arts and Humanities,2009_2010,Wales,1.975678993401872
464,development_studies,count_lq,Social Sciences,2009_2010,Wales,1.389592402057776
465,disease_infection_health,count_lq,Medical Science,2009_2010,Wales,0.4190834228428213
466,drug_tests,count_lq,Medical Science,2009_2010,Wales,0.26402255639097744
467,economics,count_lq,Social Sciences,2009_2010,Wales,0.4714688506981739
468,ecosystems,count_lq,Environmental Sciences,2009_2010,Wales,0.6769809138230191
469,education,count_lq,Social Sciences,2009_2010,Wales,0.33002819548872175
470,electronics_transistors,count_lq,Engineering and Technology,2009_2010,Wales,0.0
471,energy_environmental,count_lq,Engineering and Technology,2009_2010,Wales,1.5087003222341566
472,energy_transport_technology,count_lq,Engineering and Technology,2009_2010,Wales,0.0
473,environment,count_lq,Social Sciences,2009_2010,Wales,1.8208452164894995
474,environmental_policy,count_lq,Environmental Sciences,2009_2010,Wales,0.9149296508598227
475,epidemiology_immunology,count_lq,Life Sciences,2009_2010,Wales,0.4000341763499658
476,evidence_for_policy,count_lq,Social Sciences,2009_2010,Wales,1.2280118901905928
477,experiments,count_lq,Medical Science,2009_2010,Wales,0.0
478,gender_sexuality,count_lq,Social Sciences,2009_2010,Wales,0.0
479,genetics,count_lq,Medical Science,2009_2010,Wales,0.0
480,geology,count_lq,Environmental Sciences,2009_2010,Wales,0.47571631782158097
481,health_interventions_policy,count_lq,Medical Science,2009_2010,Wales,1.4438733552631577
482,health_social_issues,count_lq,Arts and Humanities,2009_2010,Wales,0.0
483,hidrology,count_lq,Environmental Sciences,2009_2010,Wales,1.6501409774436089
484,imaging,count_lq,Life Sciences,2009_2010,Wales,1.6501409774436089
485,industrial_application,count_lq,Life Sciences,2009_2010,Wales,1.320112781954887
486,ionisation_plasma,count_lq,Engineering and Technology,2009_2010,Wales,1.703371331554693
487,law,count_lq,Social Sciences,2009_2010,Wales,0.7543501611170784
488,linguistics,count_lq,Arts and Humanities,2009_2010,Wales,0.0
489,literature,count_lq,Arts and Humanities,2009_2010,Wales,0.0
490,management,count_lq,Social Sciences,2009_2010,Wales,0.5077356853672643
491,materials,count_lq,Engineering and Technology,2009_2010,Wales,1.0560902255639097
492,mathematics,count_lq,Mathematics and Computing,2009_2010,Wales,1.176338122534058
493,media_performance,count_lq,Arts and Humanities,2009_2010,Wales,3.600307587149692
494,medieval_modern_history,count_lq,Arts and Humanities,2009_2010,Wales,1.983984527793472
495,migration_colonial_history,count_lq,Arts and Humanities,2009_2010,Wales,0.0
496,military_history,count_lq,Arts and Humanities,2009_2010,Wales,0.0
497,minerals_fuels,count_lq,Environmental Sciences,2009_2010,Wales,0.0
498,modelling_&_sensors,count_lq,Environmental Sciences,2009_2010,Wales,0.0
499,modelling_measurement,count_lq,Mathematics and Computing,2009_2010,Wales,1.6710288379175786
500,networks,count_lq,Mathematics and Computing,2009_2010,Wales,0.7233494695643218
501,neurology,count_lq,Medical Science,2009_2010,Wales,1.6501409774436089
502,neuroscience,count_lq,Life Sciences,2009_2010,Wales,0.5333789017999544
503,nutrition_health,count_lq,Life Sciences,2009_2010,Wales,0.0
504,obesity_metabolism,count_lq,Medical Science,2009_2010,Wales,0.0
505,particle_physics,count_lq,Physics,2009_2010,Wales,0.0
506,philosophy,count_lq,Arts and Humanities,2009_2010,Wales,3.0464141122035855
507,photonics_imaging_quantum,count_lq,Engineering and Technology,2009_2010,Wales,0.561750119980803
508,political_history,count_lq,Arts and Humanities,2009_2010,Wales,4.400375939849623
509,prosthetics_robotics_health,count_lq,Engineering and Technology,2009_2010,Wales,1.6733823996611246
510,psychiatry_mental_health,count_lq,Medical Science,2009_2010,Wales,0.808232315482584
511,psychology,count_lq,Social Sciences,2009_2010,Wales,1.8208452164894995
512,public_engagement_infrastructure,count_lq,Physics,2009_2010,Wales,1.800153793574846
513,reproduction_fertility,count_lq,Medical Science,2009_2010,Wales,0.0
514,respiratory_system,count_lq,Medical Science,2009_2010,Wales,0.0
515,robotics_cybernetics,count_lq,Mathematics and Computing,2009_2010,Wales,0.0
516,security,count_lq,Engineering and Technology,2009_2010,Wales,0.0
517,sensors_data_telescopy,count_lq,Physics,2009_2010,Wales,2.640225563909774
518,social_care,count_lq,Social Sciences,2009_2010,Wales,2.933583959899749
519,social_history,count_lq,Arts and Humanities,2009_2010,Wales,0.900076896787423
520,social_history_identity,count_lq,Arts and Humanities,2009_2010,Wales,0.0
521,sociology,count_lq,Social Sciences,2009_2010,Wales,0.3718627554802499
522,statistics_data_analysis,count_lq,Mathematics and Computing,2009_2010,Wales,0.0
523,surgert_cardiology,count_lq,Medical Science,2009_2010,Wales,0.0
524,systems_infrastructure,count_lq,Engineering and Technology,2009_2010,Wales,0.6423906481532298
525,theoretical_physics,count_lq,Physics,2009_2010,Wales,2.5550569973320396
526,transport_communications,count_lq,Mathematics and Computing,2009_2010,Wales,0.0
527,visual,count_lq,Arts and Humanities,2009_2010,Wales,0.0
528,ageing,funding_total,Medical Science,2009_2010,Wales,247803.0
529,agriculture_plant_biology_entomology,funding_total,Life Sciences,2009_2010,Wales,2817840.0
530,applications_devices_users,funding_total,Mathematics and Computing,2009_2010,Wales,1898880.0
531,archaeology,funding_total,Arts and Humanities,2009_2010,Wales,0.0
532,architecture_spatial,funding_total,Arts and Humanities,2009_2010,Wales,0.0
533,astronomy,funding_total,Physics,2009_2010,Wales,0.0
534,astrophysics,funding_total,Physics,2009_2010,Wales,547690.0
535,bio_informatics,funding_total,Life Sciences,2009_2010,Wales,0.0
536,biopharmaceuticals,funding_total,Life Sciences,2009_2010,Wales,0.0
537,bones_muscles,funding_total,Life Sciences,2009_2010,Wales,101642.0
538,carbon_greenhouse_pollution,funding_total,Environmental Sciences,2009_2010,Wales,1591169.0
539,cells_cancer,funding_total,Medical Science,2009_2010,Wales,2228266.0
540,cellular_biology_cancer,funding_total,Life Sciences,2009_2010,Wales,6031611.0
541,chemistry_biochemistry,funding_total,Engineering and Technology,2009_2010,Wales,2089670.0
542,classic_religious_history,funding_total,Arts and Humanities,2009_2010,Wales,0.0
543,climate_science,funding_total,Environmental Sciences,2009_2010,Wales,3550962.0
544,cognition_&_audio,funding_total,Mathematics and Computing,2009_2010,Wales,0.0
545,computer_science,funding_total,Mathematics and Computing,2009_2010,Wales,104925.0
546,computer_vision,funding_total,Mathematics and Computing,2009_2010,Wales,940105.0
547,cosmology,funding_total,Physics,2009_2010,Wales,3023499.0
548,criminology_violence,funding_total,Social Sciences,2009_2010,Wales,0.0
549,cyber_security,funding_total,Mathematics and Computing,2009_2010,Wales,0.0
550,data_methods,funding_total,Medical Science,2009_2010,Wales,0.0
551,design_&_heritage,funding_total,Arts and Humanities,2009_2010,Wales,1378860.0
552,development_studies,funding_total,Social Sciences,2009_2010,Wales,521179.0
553,disease_infection_health,funding_total,Medical Science,2009_2010,Wales,340973.0
554,drug_tests,funding_total,Medical Science,2009_2010,Wales,400000.0
555,economics,funding_total,Social Sciences,2009_2010,Wales,896508.0
556,ecosystems,funding_total,Environmental Sciences,2009_2010,Wales,623398.0
557,education,funding_total,Social Sciences,2009_2010,Wales,103123.0
558,electronics_transistors,funding_total,Engineering and Technology,2009_2010,Wales,0.0
559,energy_environmental,funding_total,Engineering and Technology,2009_2010,Wales,1060528.0
560,energy_transport_technology,funding_total,Engineering and Technology,2009_2010,Wales,0.0
561,environment,funding_total,Social Sciences,2009_2010,Wales,149554.0
562,environmental_policy,funding_total,Environmental Sciences,2009_2010,Wales,588398.0
563,epidemiology_immunology,funding_total,Life Sciences,2009_2010,Wales,285137.0
564,evidence_for_policy,funding_total,Social Sciences,2009_2010,Wales,1063903.0
565,experiments,funding_total,Medical Science,2009_2010,Wales,0.0
566,gender_sexuality,funding_total,Social Sciences,2009_2010,Wales,0.0
567,genetics,funding_total,Medical Science,2009_2010,Wales,0.0
568,geology,funding_total,Environmental Sciences,2009_2010,Wales,380723.0
569,health_interventions_policy,funding_total,Medical Science,2009_2010,Wales,4652705.0
570,health_social_issues,funding_total,Arts and Humanities,2009_2010,Wales,0.0
571,hidrology,funding_total,Environmental Sciences,2009_2010,Wales,348595.0
572,imaging,funding_total,Life Sciences,2009_2010,Wales,460970.0
573,industrial_application,funding_total,Life Sciences,2009_2010,Wales,386316.0
574,ionisation_plasma,funding_total,Engineering and Technology,2009_2010,Wales,1982942.0
575,law,funding_total,Social Sciences,2009_2010,Wales,157919.0
576,linguistics,funding_total,Arts and Humanities,2009_2010,Wales,0.0
577,literature,funding_total,Arts and Humanities,2009_2010,Wales,0.0
578,management,funding_total,Social Sciences,2009_2010,Wales,141776.0
579,materials,funding_total,Engineering and Technology,2009_2010,Wales,1369180.0
580,mathematics,funding_total,Mathematics and Computing,2009_2010,Wales,1338918.0
581,media_performance,funding_total,Arts and Humanities,2009_2010,Wales,1492347.0
